gene,detected_spots
ZNF276,138
FANCA,58
SPIRE2,113
TCF25,316
MC1R,3
TUBB3,6
DEF8,155
DBNDD1,2
GAS8,4
RPH3AL,1
C17orf97,3
VPS53,62
FAM57A,14
GEMIN4,1
GLOD4,44
RNMTL1,1
NXN,149
TIMM22,6
ABR,67
YWHAE,107
CRK,45
MYO1C,217
INPP5K,75
PITPNA.AS1,29
PITPNA,181
SLC43A2,11
SCARF1,1
RILP,23
PRPF8,60
TLCD2,6
MIR22HG,65
WDR81,4
SERPINF2,20
SERPINF1,157
RPA1,17
RTN4RL1,3
DPH1,2
SMG6,41
SRR,51
TSR1,11
SGSM2,139
MNT,21
METTL16,20
PAFAH1B1,102
CLUH,139
RAP1GAP2,36
ASPA,9
TRPV3,64
RP11.235E17.4,1
SHPK,23
RP11.235E17.6,1
CTNS,2
TAX1BP3,49
EMC6,35
P2RX5.TAX1BP3,1
P2RX5,5
ITGAE,6
CTD.3195I5.5,29
CTD.3195I5.1,45
C17orf85,55
CAMKK1,17
P2RX1,3
ATP2A3,20
ZZEF1,22
RP11.810M2.2,1
CYB5D2,8
ANKFY1,136
UBE2G1,5
SPNS2,36
MYBBP1A,106
GGT6,244
PELP1,91
RP11.314A20.2,2
ARRB2,12
MED11,7
CXCL16,55
ZMYND15,8
VMO1,0
PSMB6,191
RP11.81A22.5,12
PLD2,16
MINK1,34
CHRNE,4
SLC25A11,194
RNF167,154
PFN1,109
ENO3,1
SPAG7,65
CAMTA2,61
INCA1,1
KIF1C,96
SLC52A1,28
ZFP3,7
AC012146.7,13
ZNF594,3
SCIMP,3
RP11.333E1.1,1
RABEP1,38
RPAIN,25
CTC.524C5.2,1
C1QBP,27
DHX33,73
DERL2,77
MIS12,2
NLRP1,53
WSCD1,2
FAM64A,15
PITPNM3,1
KIAA0753,1
TXNDC17,142
MED31,68
XAF1,260
FBXO39,6
RP11.589P10.5,4
AC027763.2,18
RNASEK,4
MIR497HG,2
C17orf49,1
BCL6B,1
SLC16A11,63
CLEC10A,33
DLG4,51
ACADVL,627
DVL2,80
PHF23,9
GABARAP,146
CTDNEP1,70
ELP5,17
CLDN7,29
YBX2,9
EIF5A,121
GPS2,5
NEURL4,6
ACAP1,37
TNK1,8
TMEM256.PLSCR3,2
TMEM256,34
NLGN2,13
TMEM102,1
CHRNB1,15
ZBTB4,17
SLC35G6,1
POLR2A,106
TNFSF12,3
SENP3,7
EIF4A1,4
SNORA67,75
CD68,4
AC113189.5,1
SOX15,3
MPDU1,56
FXR2,69
SAT2,174
ATP1B2,3
TP53,25
WRAP53,2
EFNB3,6
DNAH2,7
KDM6B,4
TMEM88,1
LSMD1,273
CYB5D1,103
CHD3,42
TRAPPC1,12
CNTROB,7
GUCY2D,0
ALOX15B,753
AC129492.6,4
PER1,86
VAMP2,80
TMEM107,28
MIR3676,0
C17orf59,70
AURKB,4
LINC00324,12
CTC1,4
PFAS,5
RANGRF,4
SLC25A35,38
ARHGEF15,1
AC135178.1,1
RPL26,382
NDEL1,81
MYH10,8
NTN1,2
STX8,8
RP11.565F19.2,2
GLP2R,1
GAS7,27
MYH13,1
MYH4,1
MYH3,71
CTC.297N7.8,30
SCO1,1
ADPRM,7
TMEM220,10
RP11.680C21.1,35
SHISA6,5
DNAH9,0
ZNF18,1
MAP2K4,16
MYOCD,1
ARHGAP44,21
ELAC2,164
COX10.AS1,44
COX10,3
AC005224.2,2
RP11.214O1.3,2
HS3ST3B1,3
AC005772.2,1
PMP22,26
RN7SL792P,1
CDRT4,34
RP11.385D13.3,2
TVP23C,39
CDRT1,25
TRIM16,27
ZNF286A,22
TBC1D26,3
ADORA2B,1
ZSWIM7,35
TTC19,76
NCOR1,59
PIGL,13
CENPV,6
RP11.138I1.4,1
UBB,236
AC093484.4,1
TRPV2,2
RP11.138I1.3,1
C17orf76.AS1,279
RN7SL620P,0
RP11.416I2.1,1
PLD6,9
MPRIP,58
FLCN,66
COPS3,10
MED9,52
RASD1,8
PEMT,61
RAI1,15
SREBF1,291
TOM1L2,87
LRRC48,2
ATPAF2,20
GID4,5
DRG2,12
ALKBH5,45
LLGL1,9
FLII,32
MIEF2,4
TOP3A,55
RP1.178F10.3,1
SHMT1,12
RP1.37N7.3,1
LGALS9C,9
CTD.2303H24.2,6
ZNF286B,35
TRIM16L,8
FBXW10,1
TVP23B,27
PRPSAP2,1
FAM83G,66
SLC5A10,1
SNORD3B.1,8
SNORD3B.2,3
SNORD3D,8
SNORD3A,19
SNORD3C,5
EPN2,55
B9D1,14
MAPK7,7
MFAP4,20
RNF112,23
AC004448.2,2
SLC47A1,36
ALDH3A2,186
ALDH3A1,73
ULK2,26
RP11.78O7.2,2
AKAP10,34
SPECC1,5
LGALS9B,1
AC008088.4,2
RP11.344E13.3,5
USP22,47
DHRS7B,94
TMEM11,51
AC087294.2,1
MAP2K3,70
KCNJ12,2
RP11.728E14.3,1
C17orf51,1
UBBP4,5
MTRNR2L1,379
RP11.846F4.12,3
WSB1,99
KSR1,113
LGALS9,127
LYRM9,20
NLK,32
TMEM97,377
IFT20,72
TNFAIP1,42
POLDIP2,95
TMEM199,134
SLC46A1,7
SLC13A2,3
FOXN1,25
UNC119,43
PIGS,11
ALDOC,68
SPAG5,8
RP11.192H23.8,50
RP11.192H23.4,1
SPAG5.AS1,15
KIAA0100,48
SDF2,46
SUPT6H,119
RAB34,39
AC010761.8,1
RPL23A,414
TLCD1,129
AC010761.6,1
NEK8,49
TRAF4,99
FAM222B,3
ERAL1,10
FLOT2,112
DHRS13,19
PHF12,45
SEZ6,10
TIAF1,2
MYO18A,1
CRYBA1,1
NUFIP2,65
TAOK1,38
ABHD15,3
TP53I13,31
GIT1,51
ANKRD13B,9
CORO6,21
SSH2,13
NSRP1,28
BLMH,53
CPD,9
GOSR1,2
AC005562.1,3
CTD.2349P21.5,1
CRLF3,4
RP13.753N3.1,1
TEFM,24
ADAP2,2
RP11.848P1.2,3
RP11.848P1.4,0
RNF135,2
OMG,6
EVI2B,2
EVI2A,0
NF1,44
RAB11FIP4,19
AC003101.1,2
COPRS,10
UTP6,21
SUZ12,21
LRRC37B,44
AC090616.2,3
RHOT1,125
RHBDL3,10
C17orf75,8
ZNF207,108
PSMD11,27
CDK5R1,26
MYO1D,31
TMEM98,4
SPACA3,5
CCL2,15
CCL8,0
CCL13,2
CCL1,1
CCT6B,6
ZNF830,2
LIG3,6
RP5.837J1.2,11
RFFL,46
RAD51D,54
NLE1,3
SLFN5,40
RP11.1094M14.11,43
CTC.507E2.1,4
AP2B1,47
RASL10B,10
MMP28,18
TAF15,83
AC015849.2,1
RN7SKP274,1
AC015849.16,1
CCL3,3
CCL4,1
TBC1D3B,3
AC131056.3,0
TBC1D3C,7
TBC1D3G,5
TBC1D3H,1
ZNHIT3,8
MYO19,46
PIGW,6
GGNBP2,16
DHRS11,26
MRM1,1
AATF,10
ACACA,174
TADA2A,38
SYNRG,9
DDX52,36
TBC1D3F,32
TBC1D3,32
MRPL45,12
ARHGAP23,93
SRCIN1,11
CTB.58E17.2,1
C17orf96,0
CTB.58E17.1,1
MLLT6,174
CISD3,36
PCGF2,2
PSMB3,75
PIP4K2B,15
CWC25,15
RPL23,562
LASP1,29
LINC00672,6
PLXDC1,16
CACNB1,12
RPL19,514
STAC2,103
RP11.690G19.3,2
MED1,7
CDK12,40
NEUROD2,21
PPP1R1B,2
STARD3,94
TCAP,15
PGAP3,60
ERBB2,125
MIEN1,22
GRB7,20
RP11.94L15.2,1
GSDMB,2
ORMDL3,65
RP11.387H17.4,3
GSDMA,86
PSMD3,54
MED24,66
THRA,32
NR1D1,19
MSL1,42
CASC3,62
RAPGEFL1,108
WIPF2,110
CDC6,2
CTD.2267D19.6,0
CTD.2267D19.2,93
RARA,2
TOP2A,5
IGFBP4,16
TNS4,119
SMARCE1,46
KRT222,3
KRT24,1
KRT10,303
TMEM99,32
KRT23,33
KRT39,1
KRT13,1
KRT15,508
KRT19,89
KRT9,130
KRT14,789
KRT16,12
KRT17,15
EIF1,321
HAP1,0
JUP,146
LEPREL4,1
FKBP10,1
NT5C3B,74
RP11.156E6.1,6
ACLY,280
TTC25,0
CNP,66
DNAJC7,27
NKIRAS2,57
CTD.2132N18.4,0
DHX58,54
KAT2A,175
RAB5C,85
GHDC,16
STAT5B,25
STAT5A,49
STAT3,172
PTRF,125
ATP6V0A1,168
NAGLU,45
RP11.400F19.6,5
HSD17B1,1
COASY,253
MLX,5
PSMC3IP,11
FAM134C,73
TUBG1,9
TUBG2,14
PLEKHH3,5
CNTNAP1,36
EZH1,36
RAMP2,20
VPS25,75
WNK4,27
COA3,253
CNTD1,1
BECN1,65
PSME3,41
AOC3,5
RNU6.287P,3
AARSD1,2
PTGES3L,1
RUNDC1,21
RPL27,452
IFI35,93
VAT1,39
RND2,8
BRCA1,34
NBR1,87
TMEM106A,59
DHX8,15
ETV4,3
MEOX1,2
DUSP3,39
C17orf105,0
MPP3,52
MPP2,10
NAGS,1
TMEM101,8
LSM12,8
G6PC3,12
HDAC5,71
ASB16.AS1,4
TMUB2,275
ATXN7L3,21
UBTF,101
RUNDC3A,56
SLC25A39,65
GRN,26
FAM171A2,6
GPATCH8,177
FZD2,1
CCDC43,26
C17orf104,1
ADAM11,22
HIGD1B,1
EFTUD2,67
AC015936.3,1
GFAP,162
KIF18B,0
C1QL1,1
DCAKD,6
NMT1,70
PLCD3,75
ACBD4,7
HEXIM1,10
AC002117.1,23
HEXIM2,3
CTD.2020K17.3,3
FMNL1,37
SPATA32,2
MAP3K14,10
ARHGAP27,42
PLEKHM1,21
CRHR1,3
MAPT,18
KANSL1,11
KANSL1.AS1,1
LRRC37A,42
LRRC37A2,55
FAM215B,2
NSF,83
WNT3,12
GOSR2,4
CDC27,75
RP5.867C24.4,1
EFCAB13,3
NPEPPS,27
KPNB1,66
TBKBP1,7
OSBPL7,4
MRPL10,27
SCRN2,16
RP11.6N17.4,16
SP2,1
AC003665.1,3
RP11.6N17.3,3
PNPO,17
CDK5RAP3,306
COPZ2,79
RP5.890E16.4,1
NFE2L1,64
CBX1,16
SNX11,20
HOXB1,0
HOXB2,3
HOXB4,2
MIR10A,1
HOXB3,4
CALCOCO2,108
ATP5G1,114
UBE2Z,85
AC091133.1,20
SNF8,24
RNU6.826P,0
B4GALNT2,1
ABI3,8
RP1.62O9.3,1
ZNF652,21
PHB,99
NGFR,0
SPOP,4
SLC35B1,37
FAM117A,16
KAT7,5
RP11.1094H24.4,1
ITGA3,132
PDK2,34
SAMD14,10
PPP1R9B,75
SGCA,3
COL1A1,258
RP11.893F2.5,1
RP11.893F2.15,1
RP11.893F2.6,4
XYLT2,3
MRPL27,103
EME1,2
LRRC59,14
CHAD,1
ACSF2,18
RSAD1,34
EPN3,16
SPATA20,115
ABCC3,191
ANKRD40,71
LUC7L3,171
WFIKKN2,1
TOB1,31
TOB1.AS1,0
RP11.700H6.2,4
SPAG9,125
NME1,163
NME1.NME2,27
MBTD1,64
RP11.421E14.2,1
UTP18,3
CA10,6
TOM1L1,27
COX11,72
HLF,8
MMD,50
PCTP,35
NOG,2
DGKE,8
TRIM25,149
SCPEP1,100
RP11.166P13.3,1
AKAP1,236
MSI2,5
MRPS23,2
CUEDC1,30
RP11.159D12.2,3
RP11.159D12.5,1
SRSF1,112
DYNLL2,145
LPO,1
BZRAP1,15
MIR142,5
SUPT4H1,92
BZRAP1.AS1,1
RNF43,2
MTMR4,80
SEPT4,8
RNU1.60P,1
RAD51C,3
RP11.579O24.3,6
TRIM37,60
PRR11,2
SMG8,7
GDPD1,2
YPEL2,4
DHX40,11
CLTC,118
PTRH2,5
VMP1,104
TUBD1,2
RPS6KB1,25
RNFT1,48
RP11.178C3.2,1
TBC1D3P1.DHX40P1,1
HEATR6,0
CTD.2319I12.1,68
CTD.2319I12.2,1
CA4,3
USP32,42
APPBP2,25
RP11.264B14.2,1
BCAS3,75
RP11.332H18.4,23
TBX2,6
NACA2,9
BRIP1,1
INTS2,8
MED13,74
METTL2A,6
RP11.464D20.6,1
TLK2,6
MRC2,11
TANC2,74
CYB561,129
ACE,1
DCAF7,49
TACO1,60
MAP3K3,25
LIMD2,43
STRADA,10
CCDC47,77
DDX42,10
FTSJ3,60
PSMC5,283
SMARCD2,77
SCN4A,0
ICAM2,9
ERN1,4
SNORD104,16
SNORA76,408
TEX2,30
POLG2,6
DDX5,589
CEP95,72
SMURF2,34
hsa.mir.6080,51
LRRC37A3,10
AXIN2,34
PRKCA,19
CACNG4,2
HELZ,30
PSMD12,17
PITPNC1,1
NOL11,28
BPTF,100
C17orf58,51
KPNA2,77
AMZ2,23
WIPI1,1
PRKAR1A,134
FAM20A,1
ABCA9,1
ABCA6,37
ABCA10,7
ABCA5,27
MAP2K6,3
RP1.193H18.2,7
AC004562.1,9
KCNJ2,2
AC005152.3,132
AC005152.2,28
SOX9,86
SLC39A11,56
COG1,7
FAM104A,40
C17orf80,9
CDC42EP4,22
RPL38,376
CTD.2514K5.2,3
TTYH2,2
CD300A,2
RAB37,1
SLC9A3R1,177
NAT9,13
TMEM104,4
FDXR,2
FADS6,55
HID1,6
CDR2L,2
ICT1,1
ATP5H,132
KCTD2,29
ENSG00000206713,1
NT5C,57
HN1,5
SUMO2,71
NUP85,92
GGA3,136
MRPS7,62
GRB2,134
KIAA0195,34
CASKIN2,52
TSEN54,80
LLGL2,111
MYO15B,141
RECQL5,36
SAP30BP,65
ITGB4,68
GALK1,1
H3F3B,328
RP11.552F3.4,1
UNK,49
UNC13D,0
WBP2,120
TRIM47,33
TRIM65,7
MRPL38,52
ACOX1,74
EVPL,81
SRP68,35
EXOC7,173
ZACN,2
FOXJ1,0
RNF157,14
UBALD2,10
QRICH2,2
PRPSAP1,69
SPHK1,73
UBE2O,103
RHBDF2,13
CYGB,2
RP11.666A8.8,1
SNHG16,33
ST6GALNAC2,62
MXRA7,27
JMJD6,92
METTL23,57
SRSF2,167
MFSD11,6
MGAT5B,3
LINC00338,8
SEC14L1,36
RP11.285E9.6,29
SEPT9,61
TNRC6C,9
TNRC6C.AS1,2
TMC6,102
TMC8,42
SYNGR2,124
AFMID,1
BIRC5,10
AC061992.2,1
SOCS3,5
PGS1,2
DNAH17,7
CYTH1,110
USP36,12
TIMP2,30
LGALS3BP,349
CANT1,21
C1QTNF1,2
ENGASE,18
RBFOX3,18
CBX2,1
CBX8,5
CBX4,17
TBC1D16,28
CTD.2529O21.2,2
GAA,52
EIF4A3,22
RP11.334C17.5,12
CARD14,12
SGSH,1
SLC26A11,42
RNF213,254
ENDOV,1
NPTX1,13
RPTOR,12
CHMP6,112
BAIAP2.AS1,3
BAIAP2,112
AATK,9
AZI1,72
ENTHD2,36
C17orf89,171
SLC38A10,27
RP11.1055B8.4,1
RP11.1055B8.7,1
ACTG1,608
C17orf70,135
NPLOC4,230
OXLD1,107
CCDC137,12
ARL16,68
HGS,102
MRPL12,140
SLC25A10,87
FAM195B,3
RP11.498C9.2,3
P4HB,411
RP11.498C9.3,2
ARHGDIA,152
RP11.498C9.15,3
ALYREF,4
ANAPC11,70
PCYT2,84
SIRT7,97
MAFG,10
PYCR1,2
MYADML2,1
ASPSCR1,4
STRA13,21
LRRC45,27
RAC3,9
DCXR,392
RFNG,33
GPS1,64
DUS1L,281
FASN,985
CCDC57,114
SLC16A3,17
CSNK1D,85
RP13.516M14.1,19
SECTM1,43
OGFOD3,17
HEXDC,48
C17orf62,73
NARF,77
FOXK2,75
WDR45B,40
RAB40B,53
FN3KRP,18
FN3K,5
ZNF750,9
TBCD,27
B3GNTL1,1
METRNL,7
USP14,41
THOC1,25
RP11.720L2.3,1
COLEC12,1
RP11.720L2.2,3
TYMS,17
ENOSF1,55
YES1,34
RP11.672L10.1,1
METTL4,16
NDC80,1
ENSG00000207034,0
SMCHD1,79
EMILIN2,1
LPIN2,18
MYOM1,1
MYL12A,71
RP13.270P17.1,0
MYL12B,168
TGIF1,66
DLGAP1.AS1,1
DLGAP1,11
DLGAP1.AS4,1
C18orf42,6
LINC00526,3
LINC00667,90
ZBTB14,2
EPB41L3,7
TMEM200C,11
ARHGAP28,5
RP11.781P6.1,1
PTPRM,6
RAB12,27
SOGA2,1
NDUFV2,95
RP11.888D10.4,1
ANKRD12,60
TWSG1,10
RP11.61L19.1,7
RP11.61L19.3,1
RALBP1,35
PPP4R1,23
RAB31,9
VAPA,101
APCDD1,125
NAPG,27
PIEZO2,1
CHMP1B,24
GNAL,6
MPPE1,92
RP11.820I16.4,1
IMPA2,59
CIDEA,351
TUBB6,77
AFG3L2,53
SLMO1,1
SPIRE1,18
PSMG2,31
PTPN2,48
SEH1L,91
RP11.773H22.4,3
CEP192,3
LDLRAD4.AS1,1
LDLRAD4,5
RNMT,36
ZNF519,3
CYP4F35P,2
ANKRD30B,0
ROCK1,22
ESCO1,2
SNRPD1,10
RP11.13N13.2,25
ABHD3,7
MIB1,41
GATA6,5
RBBP8,3
CABLES1,2
TMEM241,3
RIOK3,69
C18orf8,49
NPC1,78
ANKRD29,2
LAMA3,6
TTC39C,58
OSBPL1A,12
IMPACT,7
SS18,20
TAF4B,2
KCTD1,20
RP11.17A19.2,2
AQP4,41
AQP4.AS1,2
CDH2,14
AC015933.2,19
DSC3,165
RP11.408H20.1,70
DSC2,184
DSG1,94
DSG3,37
DSG2,23
B4GALT6,4
SLC25A52,2
TRAPPC8,28
RP11.326K13.4,4
RNF125,12
RP11.53I6.3,1
RNF138,10
GAREM,4
RP11.344B2.2,3
ASXL3,8
DTNA,21
MAPRE2,4
ZSCAN30,22
ZNF397,3
ZNF24,41
INO80C,27
GALNT1,9
C18orf21,11
RPRD1A,20
SLC39A6,8
ELP2,253
RP11.49I11.1,29
MOCOS,32
TPGS2,51
CELF4,24
PIK3C3,5
SYT4,9
SETBP1,3
SLC14A2,1
SLC14A1,17
EPG5,72
PSTPIP2,10
ATP5A1,327
HAUS1,16
C18orf25,4
RNF165,1
LOXHD1,2
PIAS2,78
TCEB3CL2,4
TCEB3CL,6
TCEB3C,3
TCEB3B,37
KATNAL2,3
HDHD2,137
IER3IP1,59
SMAD2,7
ZBTB7C,12
CTIF,35
RP11.15F12.1,1
DYM,84
C18orf32,16
RPL17,170
ACAA2,218
SCARNA17,1
MYO5B,4
CCDC11,0
MBD1,80
CXXC1,42
MAPK4,2
ME2,13
ELAC1,1
SMAD4,90
MEX3C,5
MBD2,74
POLI,13
C18orf54,1
DYNAP,7
RAB27B,38
TCF4,48
TXNL1,57
WDR7,9
ST8SIA3,30
ONECUT2,1
FECH,13
NARS,55
ATP8B1,3
RP11.35G9.3,2
NEDD4L,11
ALPK2,64
RP11.1151B14.4,1
MALT1,2
ZNF532,40
SEC11C,176
GRP,1
LMAN1,34
PMAIP1,1
CDH20,1
RP11.1096D5.2,6
RNF152,35
PIGN,9
KIAA1468,40
TNFRSF11A,4
ZCCHC2,8
PHLPP1,28
KDSR,64
RP11.635N19.1,3
VPS4B,14
SERPINB5,37
SERPINB13,111
SERPINB2,26
CDH7,1
CDH19,1
RP11.638L3.1,4
TMX3,59
CCDC102B,31
RNU6.39P,1
DOK6,2
SOCS6,13
CBLN2,2
RP11.713C5.1,1
NETO1,3
MIR548AV,0
RP11.169F17.1,1
TIMM21,52
CYB5A,311
C18orf63,1
CNDP2,49
CNDP1,3
ZNF407,1
ZADH2,65
TSHZ1,3
ZNF516,40
ZNF236,1
MBP,170
RP11.849I19.1,1
SALL3,1
ATP9B,6
NFATC1,5
CTDP1,6
KCNG2,1
PQLC1,64
HSBP1L1,78
TXNL4A,115
RBFA,56
RBFADN,6
RP11.795F19.5,1
ADNP2,10
PARD6G,6
AC139100.3,17
MIR1302.9,1
PPAP2C,9
MIER2,30
THEG,1
C2CD4C,2
SHC2,15
ODF3L2,1
TPGS1,34
CDC34,75
BSG,179
HCN2,10
POLRMT,102
RNF126,13
FSTL3,27
PALM,73
PTBP1,270
AZU1,1
CFD,143
MED16,15
RNU6.9,5
R3HDM4,56
ARID3A,2
WDR18,30
GRIN3B,14
TMEM259,251
RNU6.2,7
CNN2,92
ABCA7,123
HMHA1,15
POLR2E,63
GPX4,335
SBNO2,11
STK11,76
C19orf26,7
ATP5D,302
MIDN,103
CIRBP,543
C19orf24,72
MUM1,30
NDUFS7,180
AC005329.7,4
GAMT,10
DAZAP1,149
RPS15,708
APC2,23
C19orf25,50
REEP6,132
PLK5,0
MEX3D,48
MBD3,93
AC005943.4,2
UQCR11,296
TCF3,11
ATP8B3,1
REXO1,8
KLF16,12
ABHD17A,35
SCAMP4,21
CSNK1G2,80
AC005306.3,30
BTBD2,29
MKNK2,193
MOB3A,19
IZUMO4,2
AP3D1,96
DOT1L,153
PLEKHJ1,238
SF3A2,15
AMH,1
JSRP1,6
OAZ1,402
LINGO3,1
LSM7,89
SPPL2B,165
TIMM13,234
LMNB2,11
GADD45B,18
GNG7,11
DIRAS1,6
SLC39A3,65
SGTA,151
THOP1,40
ZNF554,17
ZNF555,2
AC006277.2,8
TLE2,90
AES,359
GNA11,39
GNA15,2
NCLN,113
CELF5,5
NFIC,55
DOHH,55
FZR1,12
MFSD12,281
HMG20B,118
GIPC3,1
CACTIN,2
PIP5K1C,16
APBA3,7
AC005954.4,2
MRPL54,108
MATK,17
ZFR2,4
ATCAY,28
DAPK3,107
EEF2,425
PIAS4,5
ZBTB7A,89
MAP2K2,102
SIRT6,84
ANKRD24,2
CCDC94,39
SHD,6
TMIGD2,1
FSD1,9
STAP2,109
AC007292.3,1
MPND,9
SH3GL1,53
CHAF1A,5
UBXN6,122
HDGFRP2,23
PLIN4,233
PLIN5,471
CTB.50L17.14,12
LRG1,76
SEMA6B,12
TNFAIP8L1,53
AC005339.2,1
C19orf10,40
DPP9,115
MIR7.3HG,16
FEM1A,34
TICAM1,4
CTC.518P12.6,5
PLIN3,354
UHRF1,3
KDM4B,96
PTPRS,134
TINCR,61
SAFB2,110
SAFB,70
C19orf70,147
HSD11B1L,16
RPL36,401
LONP1,131
PRR22,0
DUS3L,5
NDUFA11,106
VMAC,1
CAPS,79
RANBP3,58
ACSBG2,7
CTC.503J8.6,40
ACER1,68
CLPP,65
ALKBH7,101
PSPN,2
GTF2F1,36
KHSRP,67
SLC25A41,6
SLC25A23,55
CRB3,3
TUBB4A,0
TNFSF14,4
C3,11
GPR108,34
TRIP10,44
SH2D3A,43
VAV1,44
EMR1,3
INSR,48
ARHGEF18,40
ZNF358,15
MCOLN1,7
PNPLA6,60
CAMSAP3,43
XAB2,7
PET100,92
STXBP2,57
TRAPPC5,9
FCER2,2
EVI5L,6
CTD.3193O13.9,9
LRRC8E,2
MAP2K7,132
TGFBR3L,2
SNAPC2,4
CTXN1,25
TIMM44,22
ELAVL1,17
CTD.2325M2.1,1
CTD.3020H12.4,1
CERS4,245
CD320,20
NDUFA7,103
RPS28,513
KANK3,1
ANGPTL4,352
RAB11B,19
MARCH2,16
HNRNPM,118
PRAM1,5
ZNF414,23
MYO1F,64
ADAMTS10,40
ZNF558,1
MUC16,17
ZNF317,5
ZNF559,1
ZNF266,87
ZNF121,101
ZNF561,56
C19orf82,1
ZNF562,7
ZNF846,74
FBXL12,1
AC008752.1,1
UBL5,188
PIN1,203
OLFM2,47
COL5A3,4
C19orf66,82
PPAN,12
P2RY11,6
EIF3G,108
DNMT1,4
CTD.2369P2.2,1
MRPL4,28
ICAM1,99
CTD.2369P2.8,1
ICAM5,11
ZGLP1,58
FDX1L,35
RAVER1,2
ICAM3,3
TYK2,5
CDC37,252
PDE4A,19
KEAP1,53
CTC.429L19.3,0
S1PR5,8
ATG4D,46
KRI1,16
CDKN2D,22
AP1M2,31
SLC44A2,77
ILF3.AS1,3
ILF3,253
QTRT1,8
DNM2,135
TMED1,11
C19orf38,1
CARM1,16
YIPF2,9
C19orf52,41
SMARCA4,162
LDLR,80
KANK2,2
DOCK6,125
CTC.510F12.4,3
RAB3D,60
TMEM205,90
CCDC159,82
DKFZP761J1410,51
SWSAP1,1
RGL3,5
ENSG00000202357,2
CCDC151,5
PRKCSH,120
ELAVL3,19
ZNF653,8
ECSIT,69
CNN1,50
ELOF1,109
ACP5,19
ZNF627,1
ZNF833P,74
ZNF69,1
ZNF700,30
CTD.2006C1.12,1
CTD.2006C1.2,4
ZNF788,15
ZNF20,1
ZNF136,54
ZNF44,23
ZNF563,21
ZNF799,1
ZNF443,2
ZNF564,1
CTD.2192J16.20,2
ZNF791,3
CTD.2192J16.22,105
MAN2B1,7
WDR83OS,177
WDR83,57
DHPS,65
CTD.2192J16.26,16
FBXW9,22
TNPO2,115
C19orf43,134
ASNA1,30
JUNB,54
PRDX2,284
CTD.2659N19.10,6
HOOK2,172
MAST1,33
DNASE2,31
GCDH,20
FARSA,92
CALR,279
CTC.425F1.4,3
RAD23A,87
GADD45GIP1,23
NFIX,80
TRMT1,28
NACC1,85
STX10,102
IER2,18
CACNA1A,12
CCDC130,161
MRI1,102
C19orf53,116
AC008686.1,6
ZSWIM4,22
MIR24.2,40
CC2D1A,121
PODNL1,7
DCAF15,23
RFX1,36
IL27RA,1
PALM3,0
SAMD1,5
PRKACA,26
ASF1B,14
LPHN1,3
CTB.55O6.12,3
CD97,9
DDX39A,10
PKN1,1
GIPC1,33
DNAJB1,167
TECR,224
NDUFB7,236
ZNF333,10
SLC1A6,26
CASP14,41
ILVBL,199
NOTCH3,76
EPHX3,89
BRD4,33
AKAP8,18
AKAP8L,74
WIZ,59
RASAL3,20
PGLYRP2,1
CYP4F22,211
CYP4F8,809
CYP4F3,24
CYP4F12,18
CYP4F2,5
CYP4F11,24
TPM4,45
RAB8A,59
HSH2D,4
FAM32A,28
AP1M1,5
KLF2,2
EPS15L1,20
CHERP,7
CTD.3222D19.11,1
SLC35E1,94
CTC.429P9.2,1
CTC.429P9.4,0
SMIM7,48
TMEM38A,2
NWD1,18
SIN3B,8
CTD.2528A14.3,1
HAUS8,1
MYO9B,65
USE1,61
OCEL1,29
NR2F6,323
USHBP1,20
BABAM1,96
ABHD8,9
MRPL34,108
DDA1,10
ANO8,9
GTPBP3,3
PLVAP,29
BST2,13
MVB12A,67
TMEM221,1
SLC27A1,33
PGLS,45
FAM129C,2
COLGALT1,19
UNC13A,15
MAP1S,7
FCHO1,1
B3GNT3,18
JAK3,1
RPL18A,532
CCDC124,80
KCNN1,6
ARRDC2,98
MAST3,61
PIK3R2,50
IFI30,12
MPV17L2,11
RAB3A,11
PDE4C,2
KIAA1683,111
JUND,45
LSM4,77
PGPEP1,10
GDF15,1
LRRC25,2
SSBP4,47
ISYNA1,14
ELL,4
FKBP8,26
AC005253.2,1
KXD1,145
UBA52,416
C19orf60,163
CRLF1,0
TMEM59L,57
CRTC1,88
UPF1,79
CERS1,9
COPE,76
DDX49,22
HOMER3,5
AC005932.1,1
SUGP2,124
ARMC6,51
SLC25A42,1
TMEM161A,24
MEF2BNB.MEF2B,2
MEF2BNB,94
RFXANK,19
NR2C2AP,13
NCAN,10
HAPLN4,1
SUGP1,190
MAU2,9
GATAD2A,83
TSSK6,4
NDUFA13,364
YJEFN3,56
PBX4,17
LPAR2,33
GMIP,5
ATP13A1,77
ZNF101,4
ZNF506,64
ZNF93,1
ZNF682,19
ZNF90,125
CTC.260E6.6,1
ZNF486,1
ZNF737,3
CTC.513N18.7,1
ZNF626,17
CTD.2626G11.2,85
ZNF430,18
ZNF714,8
ZNF431,1
ZNF738,9
ZNF493,104
CTD.2561J22.5,0
LINC00664,1
ZNF429,3
ZNF43,68
ZNF257,35
ZNF492,1
RP11.15H20.6,18
ZNF91,82
ZNF675,161
ZNF681,3
RPSAP58,179
RP11.255H23.4,6
ZNF726,21
CTB.92J24.3,3
CTD.2017D11.1,166
ZNF254,34
CTB.151G24.1,1
CTC.459F4.1,1
LINC00662,34
