gene,detected_spots
EIF3E,119
EMC2,7
TMEM74,0
RP11.1084E5.1,1
NUDCD1,2
ENY2,52
PKHD1L1,1
EBAG9,14
SYBU,9
CSMD3,4
RP11.267L5.1,1
TRPS1,12
EIF3H,77
UTP23,5
RAD21,76
AARD,23
MED30,1
EXT1,5
SAMD12,3
AC023590.1,1
TNFRSF11B,4
MAL2,41
TAF2,73
DSCC1,2
RP11.760H22.2,2
COL14A1,11
MRPL13,27
MTBP,30
SNTB1,0
HAS2,16
ZHX2,1
DERL1,78
RNY4P5,2
TBC1D31,0
FAM83A,1
C8orf76,10
ZHX1,5
ATAD2,10
WDYHV1,43
FBXO32,57
ANXA13,20
FAM91A1,66
RP11.383J24.6,36
TRMT12,34
RNF139.AS1,47
RNF139,19
TATDN1,18
NDUFB9,199
MTSS1,63
RP11.532M24.1,3
LINC00964,18
SQLE,11
KIAA0196,1
NSMCE2,5
TRIB1,58
RP11.622O11.4,1
FAM84B,62
PCAT1,1
MYC,33
RNU1.106P,2
PVT1,33
RP11.89M16.1,23
CCDC26,1
FAM49B,6
ASAP1,5
ADCY8,6
EFR3A,7
KCNQ3,3
PHF20L1,102
SLA,4
TG,7
NDRG1,74
ST3GAL1,58
RP11.629O1.2,3
ZFAT,1
CTD.2342N23.3,20
AC083843.3,1
KHDRBS3,4
COL22A1,1
TRAPPC9,11
CTA.204B4.2,0
CHRAC1,49
CASC7,15
AGO2,11
PTK2,23
DENND3,6
SLC45A4,49
PTP4A3,7
CTD.3064M3.7,4
RP11.953B20.1,3
TSNARE1,3
BAI1,111
ARC,5
JRK,8
LY6K,18
THEM6,70
LYNX1,8
LY6D,5
CYP11B1,3
RP11.273G15.2,1
LY6E,237
LY6H,54
GPIHBP1,11
GLI4,18
RP13.582O9.5,149
ZNF696,3
TOP1MT,8
RHPN1,79
ZC3H3,16
X7SK,1
GSDMD,67
MROH6,5
NAPRT1,122
RP11.661A12.7,2
EEF1D,329
TIGD5,1
RP11.661A12.14,20
PYCRL,4
TSTA3,163
ZNF623,3
RP11.429J17.2,24
CCDC166,69
RP11.429J17.5,7
MAPK15,1
FAM83H,109
FAM83H.AS1,68
RP11.429J17.8,21
SCRIB,113
PUF60,201
NRBP2,77
PLEC,261
PARP10,161
GRINA,214
CTD.3065J16.6,1
OPLAH,90
CTD.3065J16.9,31
EXOSC4,172
GPAA1,191
CYC1,197
SHARPIN,31
MAF1,35
KIAA1875,7
FAM203A,4
MROH1,49
KM.PA.2,49
FAM203B,5
BOP1,53
HSF1,133
DGAT1,179
SCRT1,2
TMEM249,3
ENSG00000271698,2
FBXL6,39
SLC52A2,42
ADCK5,29
CPSF1,97
VPS28,225
TONSL,16
CYHR1,120
KIFC2,378
FOXH1,0
PPP1R16A,116
CTD.2517M22.14,1
GPT,208
MFSD3,189
CTD.2517M22.17,6
RECQL4,90
LRRC14,112
LRRC24,9
C8orf82,42
ARHGAP39,74
ZNF251,4
ZNF34,68
RPL8,525
ZNF517,22
ZNF7,1
COMMD5,64
ZNF250,15
ZNF16,1
C8orf33,8
MIR1302.2,7
RP11.143M1.2,1
RP11.143M1.3,1
CBWD1,22
KANK1,44
SMARCA2,32
RP11.125B21.2,1
VLDLR,3
KIAA0020,45
RFX3,13
RP11.509J21.2,1
RP11.509J21.1,0
GLIS3,9
SLC1A1,7
SPATA6L,20
PPAPDC2,46
RP11.6J24.6,1
CDC37L1,35
AK3,158
RCL1,15
JAK2,6
PLGRKT,27
CD274,2
PDCD1LG2,54
KIAA1432,71
ERMP1,28
KIAA2026,51
RANBP6,61
IL33,5
UHRF2,53
GLDC,288
RP11.390F4.6,34
RP11.390F4.3,2
TMEM261,161
PTPRD,7
RN7SL5P,18
TYRP1,1
LURAP1L,24
MPDZ,9
NFIB,232
ZDHHC21,9
FREM1,3
TTC39B,123
SNAPC3,29
PSIP1,9
CCDC171,1
RP11.62F24.1,1
BNC2,6
RP11.62F24.2,13
CNTLN,4
SH3GL2,13
RRAGA,9
HAUS6,5
PLIN2,348
DENND4C,50
RP11.513M16.8,11
RPS6,608
MLLT3,24
SNORA30,1
FOCAD,11
PTPLAD2,1
KLHL9,2
MTAP,1
CDKN2B,15
ELAVL2,4
TUSC1,22
CAAP1,45
PLAA,21
IFT74,3
TEK,82
MOB3B,38
C9orf72,105
RP11.575I8.1,23
RP11.438B23.2,1
LINGO2,1
ACO1,211
DDX58,53
NDUFB6,90
TAF1L,1
APTX,55
DNAJA1,149
SMU1,63
B4GALT1,35
BAG1,133
CHMP5,74
NFX1,54
AQP7,1
AQP3,214
NOL6,160
ANKRD18B,1
UBE2R2,204
UBAP2,24
DCAF12,4
ENSG00000200141,1
UBAP1,9
KIF24,1
NUDT2,3
KIAA1161,1
C9orf24,2
FAM219A,35
ENHO,9
CNTFR,31
RPP25L,39
DCTN3,71
SIGMAR1,263
GALT,122
IL11RA,157
CCL27,22
RP11.195F19.5,6
CCL19,94
CCL21,4
KIAA1045,20
DNAJB5,2
FLJ00273,1
VCP,132
FANCG,2
PIGO,2
STOML2,26
FAM214B,9
UNC13B,64
RUSC2,10
FAM166B,10
TESK1,49
RMRP,8
CCDC107,53
TPM2,59
TLN1,31
CREB3,49
GBA2,184
RGP1,1
NPR2,55
SPAG8,1
HINT2,47
TMEM8B,1
RECK,0
GLIPR2,61
GNE,2
CLTA,109
RNF38,6
MELK,1
RP11.344B23.2,1
RP11.220I1.1,66
ZCCHC7,3
GRHPR,68
ZBTB5,8
POLR1E,34
FBXO10,4
TOMM5,12
TRMT10B,2
EXOSC3,13
DCAF10,30
SLC25A51,5
SHB,3
ALDH1B1,23
CNTNAP3,1
AL353791.1,7
ZNF658,3
RP11.204M4.2,0
FAM95B1,0
CBWD7,25
CYP4F59P,6
ANKRD20A3,1
CNTNAP3B,2
RP11.475I24.3,0
RP11.160N1.10,1
AL354718.1,1
FAM27E2,1
FAM27E1,1
RP11.111F5.4,4
RP11.211N8.2,0
AL953854.2,6
RP11.262H14.1,1
RP11.262H14.3,0
RP11.262H14.4,6
FAM27E3,4
RP11.87H9.3,1
RP11.58A12.3,1
BX255923.3,4
FOXD4L6,2
CBWD6,46
CBWD5,17
AL591479.1,41
RP11.561O23.8,1
CBWD3,32
FOXD4L3,1
RP11.561O23.5,4
PGM5,9
FAM122A,11
PIP5K1B,2
FXN,3
TJP2,7
FAM189A2,12
APBA1,15
PTAR1,33
MAMDC2.AS1,2
SMC5.AS1,1
MAMDC2,4
SMC5,53
KLF9,64
TRPM3,2
TMEM2,6
C9orf85,1
GDA,4
ZFAND5,129
ALDH1A1,57
ANXA1,33
TRPM6,1
C9orf41,3
RP11.197P3.4,1
NMRK1,87
OSTF1,3
PCSK5,35
RFK,3
GCNT1,1
AL161626.1,25
PRUNE2,31
VPS13A,7
GNA14,4
GNAQ,9
CEP78,0
PSAT1,40
RP11.165H23.1,1
TLE4,33
TLE1,32
RP11.383M4.6,5
RASEF,1
RP11.439K3.1,37
RNU4.29P,1
FRMD3,4
IDNK,2
UBQLN1,166
C9orf64,4
HNRNPK,147
RMI1,17
SLC28A3,1
NTRK2,24
AGTPBP1,2
NAA35,4
GOLM1,14
ISCA1,25
ZCCHC6,0
GAS1,4
RP11.276H19.1,7
DAPK1,75
CTSL,1
XXyac.YM21GA2.7,4
CDK20,1
SPIN1,32
C9orf47,1
S1PR3,21
CKS2,0
SECISBP2,20
SEMA4D,34
GADD45G,108
DIRAS2,16
SYK,1
RP11.305L7.7,1
AUH,2
NFIL3,22
ROR2,1
SPTLC1,6
IARS,48
NOL8,2
ASPN,1
CENPP,1
IPPK,14
BICD2,139
C9orf89,39
NINJ1,124
WNK2,137
FAM120AOS,8
FAM120A,176
PHF2,64
PTPDC1,1
ZNF169,1
HIATL1,137
PCAT7,2
FBP1,127
C9orf3,5
FANCC,1
PTCH1,45
RP11.435O5.4,3
LINC00476,1
SLC35D2,22
ZNF367,3
HABP4,30
CDC14B,2
AAED1,1
ZNF510,89
ZNF782,1
HIATL2,4
CTSV,27
CCDC180,1
TDRD7,1
TSTD2,3
TMOD1,1
NCBP1,12
XPA,44
C9orf156,1
ANP32B,67
NANS,4
TRIM14,3
CORO2A,29
GABBR2,16
ANKS6,22
GALNT12,9
COL15A1,94
TGFBR1,38
ALG2,11
SEC61B,50
STX17,4
ERP44,107
TEX10,1
MSANTD3,2
MRPL50,54
ZNF189,74
ALDOB,1
TMEM246,8
RNF20,8
RP11.82L2.1,1
SMC2,3
NIPSNAP3A,65
NIPSNAP3B,3
ABCA1,2
SLC44A1,44
FSD1L,3
FKTN,9
TMEM38B,4
ZNF462,69
RAD23B,118
KLF4,1
IKBKAP,10
FAM206A,7
CTNNAL1,11
TMEM245,42
FRRS1L,7
EPB41L4B,2
PTPN3,57
PALM2,23
TXN,202
LPAR1,1
KIAA0368,157
ZNF483,2
PTGR1,6
DNAJC25,6
UGCG,80
RP11.4O1.2,2
SUSD1,12
PTBP3,34
HSDL2,36
KIAA1958,5
INIP,7
SNX30,1
SLC46A2,2
FAM225B,1
SLC31A2,11
FKBP15,77
SLC31A1,150
CDC26,10
PRPF4,14
BSPRY,3
HDHD3,141
ALAD,63
POLE3,7
RGS3,6
ZNF618,2
AMBP,1
COL27A1,60
ORM2,1
AKNA,24
DFNB31,4
ATP6V1G1,63
C9orf91,17
TNFSF15,13
TNC,65
RP11.45A16.4,0
PAPPA,2
ASTN2,1
RP11.500B12.1,6
BRINP1,1
CDK5RAP2,152
MEGF9,32
FBXW2,16
PSMD5,25
PSMD5.AS1,9
PHF19,8
TRAF1,59
C5,4
CNTRL,17
RAB14,169
GSN,86
STOM,172
DAB2IP,14
RP11.244O19.1,5
NDUFA8,37
RBM18,31
MRRF,15
RP11.498E2.8,15
RP11.498E2.9,9
PTGS1,56
PDCL,12
RC3H2,10
ZBTB6,7
ZBTB26,1
RP11.355O1.11,1
RABGAP1,42
MIR600HG,6
STRBP,7
CRB2,0
DENND1A,74
LHX2,5
NEK6,4
PSMB7,163
NR6A1,3
MIR181A2,1
OLFML2A,20
RPL35,397
ARPC5L,154
GOLGA1,8
SCAI,0
PPP6C,13
RABEPK,59
HSPA5,218
GAPVD1,23
MAPKAP1,7
PBX3,7
MVB12B,3
ZBTB43,13
ZBTB34,0
ANGPTL2,7
RALGPS1,3
GARNL3,1
SLC2A8,5
ZNF79,27
RPL12,450
LRSAM1,5
FAM129B,57
STXBP1,48
PTRH1,16
C9orf117,39
SH2D3C,1
CDK9,41
FPGS,9
ENG,5
AK1,54
ST6GALNAC6,65
ST6GALNAC4,82
PIP5KL1,24
DPM2,22
FAM102A,47
NAIF1,1
RP11.395P17.11,48
SLC25A25,51
RP11.395P17.3,15
PTGES2,135
LCN2,1
C9orf16,244
CIZ1,32
DNM1,89
GOLGA2,75
SWI5,18
RP11.339B21.15,74
TRUB2,12
COQ4,284
SLC27A4,64
URM1,30
RP11.339B21.11,1
MIR219.2,2
CERCAM,28
ODF2,18
GLE1,49
SPTAN1,63
WDR34,3
SET,156
PKN3,15
ZDHHC12,33
ZER1,24
TBC1D13,1
C9orf114,3
ENDOG,50
CCBL1,37
LRRC8A,9
PHYHD1,13
NUP188,3
SH3GLB2,264
FAM73B,284
DOLPP1,21
CRAT,647
PPP2R4,55
RP11.344B5.2,2
RP11.65J3.1,3
LINC00963,24
NTMT1,24
ASB6,53
PTGES,33
TOR1B,6
TOR1A,7
C9orf78,26
USP20,12
FNBP1,92
GPR107,89
NCS1,82
ASS1,15
FUBP3,72
PRDM12,1
EXOSC2,28
ABL1,5
FIBCD1,2
LAMC3,1
AIF1L,112
NUP214,4
PPAPDC3,1
SNORD62B,1
PRRC2B,203
POMT1,53
UCK1,53
RAPGEF1,27
MED27,11
NTNG2,13
SETX,77
TTF1,5
DDX31,17
GTF3C4,2
C9orf9,30
TSC1,23
GTF3C5,90
CEL,2
RALGDS,14
GBGT1,8
OBP2B,3
SURF6,9
MED22,14
RPL7A,429
SURF1,20
SURF2,13
SURF4,89
C9orf96,26
REXO4,26
ADAMTS13,81
CACFD1,37
SLC2A6,4
VAV2,29
LINC00094,9
BRD3,8
WDR5,33
RXRA,150
COL5A1,3
FCN1,1
OLFM1,65
PPP1R26.AS1,2
PPP1R26,14
C9orf116,2
MRPS2,8
OBP2A,0
SOHLH1,10
KCNT1,8
CAMSAP1,8
UBAC1,28
NACC2,11
C9orf69,64
QSOX2,27
GPSM1,23
SNAPC4,4
SDCCAG3,1
PMPCA,61
INPP5E,55
SEC16A,64
C9orf163,2
NOTCH1,22
RP11.611D20.2,1
EGFL7,165
AGPAT2,9
FAM69B,14
SNHG7,42
LCN6,16
TMEM141,81
RP11.216L13.19,1
RABL6,166
PHPT1,144
MAMDC4,187
EDF1,361
TRAF2,93
FBXW5,165
C8G,0
PTGDS,57
LCNL1,1
C9orf142,267
ABCA2,24
NPDC1,183
ENTPD2,73
SAPCD2,30
UAP1L1,43
MAN1B1,132
DPP7,146
GRIN1,69
LRRC26,16
ANAPC2,55
SSNA1,38
TPRN,98
TMEM203,8
NDOR1,1
RNF208,23
C9orf169,72
RNF224,4
TUBB4B,206
FAM166A,3
NELFB,94
TOR4A,15
NRARP,27
EXD3,9
NOXA1,5
NSMF,141
PNPLA7,16
MRPL41,296
DPH7,24
ZMYND19,61
ARRDC1,21
C9orf37,4
EHMT1,37
CACNA1B,7
ZMYND11,85
DIP2C,15
PRR26,1
LARP4B,42
GTPBP4,46
IDI1,51
WDR37,49
ADARB2,1
PFKP,37
PITRM1,162
KLF6,61
AKR1C1,55
AKR1C2,62
AKR1C3,6
RP11.445P17.8,1
NET1,86
CALML5,159
RP11.116G8.5,2
CALML3.AS1,3
CALML3,575
ASB13,23
FAM208B,7
GDI2,79
FBXO18,185
RP11.536K7.3,1
RBM17,109
PFKFB3,104
ITIH5,16
KIN,1
ATP5C1,142
TAF3,4
GATA3,7
CELF2,9
USP6NL,7
ECHDC3,83
UPF2,43
DHTKD1,13
SEC61A2,5
NUDT5,8
CDC123,24
CAMK1D,21
CCDC3,50
OPTN,158
RNU6.6P,32
PHYH,20
AL138764.1,1
SEPHS1,31
BEND7,2
PRPF18,51
RP11.295P9.3,20
FRMD4A,7
FAM107B,30
CDNF,0
HSPA14,33
RP11.398C13.6,1
DCLRE1C,5
OLAH,5
RPP38,2
NMT2,9
FAM171A1,6
ITGA8,8
FAM188A,49
PTER,9
RSU1,13
CUBN,1
RP11.406H21.2,1
TRDMT1,24
VIM,151
PTPLA,1
STAM,1
SLC39A12,1
CACNB2,10
ARL5B,16
PLXDC2,39
NEBL,25
SKIDA1,1
MLLT10,32
DNAJC1,37
COMMD3,71
BMI1,51
PIP4K2A,12
MSRB2,79
OTUD1,7
KIAA1217,74
ARHGAP21,36
PRTFDC1,18
LINC00202.2,2
ABI1,89
ANKRD26,2
YME1L1,41
ACBD5,56
RAB18,51
MPP7,13
WAC.AS1,33
WAC,93
BAMBI,9
SVIL,53
KIAA1462,50
MTPAP,27
MAP3K8,4
ZEB1,11
ARHGAP12,8
KIF5B,86
EPC1,9
C10orf68,4
ITGB1,47
NRP1,52
PARD3,2
CUL2,32
RNU7.77P,2
RP11.324I22.3,0
CREM,51
RP11.324I22.2,13
RP11.324I22.4,1
CCNY,47
NAMPTL,11
MTRNR2L7,125
ZNF248,10
ZNF25,7
ZNF33A,37
ZNF37A,43
RP11.508N22.12,5
RP11.508N22.13,1
LINC00839,2
BMS1,1
RET,1
CSGALNACT2,1
RASGEF1A,1
HNRNPF,43
RP11.517P14.2,1
ZNF485,11
ZNF32,5
LINC00840,7
CXCL12,54
C10orf10,14
RASSF4,10
ALOX5,2
MARCH8,7
ZFAND4,1
FAM21C,11
AGAP4,33
SYT15,3
LINC00842,2
ANXA8L1,121
FAM25B,4
AGAP10,2
ANXA8L2,89
AL603965.1,2
FAM21B,6
AGAP9,3
RP11.301J7.8,1
FAM25G,6
ANXA8,89
ZNF488,3
GDF10,1
FAM25C,1
RP11.13E1.5,1
MAPK8,59
ARHGAP22,15
WDFY4,1
VSTM4,1
C10orf128,7
SLC18A3,5
OGDHL,14
PARG,26
FAM21D,3
AGAP8,45
RP11.592B15.3,1
AGAP7,29
NCOA4,116
TIMM23,21
LINC00843,3
AGAP6,52
FAM21A,16
SGMS1,2
RP11.50E11.3,3
A1CF,2
CSTF2T,5
PRKG1,2
DKK1,1
PCDH15,1
MTRNR2L5,8
ZWINT,44
IPMK,1
CISD1,23
UBE2D1,5
TFAM,6
BICC1,3
PHYHIPL,4
FAM13C,20
SLC16A9,1
CCDC6,43
C10orf40,1
ANK3,85
CDK1,1
RHOBTB1,12
ARID5B,14
RTKN2,3
ZNF365,2
ADO,15
EGR2,36
NRBF2,3
JMJD1C,24
REEP3,32
RP11.174J11.1,11
RP11.222A11.1,9
DNAJC12,7
RP11.57G10.8,1
SIRT1,2
HERC4,7
MYPN,1
PBLD,0
HNRNPH3,138
RUFY2,16
DNA2,42
SLC25A16,88
TET1,1
RP11.119F7.5,1
CCAR1,9
STOX1,1
DDX50,5
DDX21,59
KIAA1279,3
SRGN,1
VPS26A,30
SUPV3L1,4
HK1,61
TSPAN15,0
RP11.343J3.2,2
C10orf35,0
COL13A1,9
H2AFY2,8
AIFM2,27
TYSND1,91
SAR1A,143
PPA1,55
LRRC20,1
EIF4EBP2,58
NODAL,1
PALD1,25
ADAMTS14,10
SGPL1,34
PCBD1,101
UNC5B,80
SLC29A3,3
C10orf54,23
CDH23,3
PSAP,377
CHST3,3
SPOCK2,43
ASCC1,2
ANAPC16,182
DDIT4,160
DNAJB12,19
MICU1,5
MCU,3
P4HA1,3
NUDT13,18
ECD,4
DNAJC9,20
MRPS16,166
TTC18,15
ANXA7,22
PPP3CB,68
USP54,11
RP11.464F9.22,7
SYNPO2L,3
RP11.464F9.1,1
SEC24C,65
FUT11,39
CHCHD1,85
ZSWIM8,83
NDST2,2
CAMK2G,7
RP11.417O11.5,8
VCL,71
AP3M1,8
ADK,4
KAT6B,20
SAMD8,26
VDAC2,107
COMTD1,225
ZNF503.AS1,1
ZNF503,8
KCNMA1,9
DLG5,99
POLR3A,5
RPS24,525
RP11.31E13.2,2
ZMIZ1,87
PPIF,146
ZCCHC24,12
EIF5AL1,44
RP11.119F19.2,2
TMEM254.AS1,55
TMEM254,216
PLAC9,0
ANXA11,68
FAM213A,360
RP11.137H2.6,89
TSPAN14,73
SH2D4B,1
NRG3,5
GHITM,105
CDHR1,211
RGR,2
CCSER2,12
RP11.475D12.2,1
GRID1,4
WAPAL,81
RNU6.780P,1
RP11.77P6.2,3
OPN4,1
LDB3,3
BMPR1A,7
SNCG,2
ADIRF.AS1,17
ADIRF,108
GLUD1,34
FAM35A,56
NUTM2A,1
NUTM2A.AS1,52
MINPP1,11
PAPSS2,2
ATAD1,36
PTEN,170
RNLS,5
LIPM,3
ANKRD22,127
STAMBPL1,68
ACTA2,72
FAS,3
RP11.149I23.3,0
IFIT3,70
LIPA,57
IFIT1,19
IFIT5,9
SLC16A12,1
PANK1,60
KIF20B,1
LINC00865,0
RPP30,7
RP11.236B18.2,1
PCGF5,54
HECTD2,19
PPP1R3C,24
TNKS2,12
FGFBP3,3
BTAF1,15
CPEB3,7
MARCH5,41
IDE,65
HHEX,1
EXOC6,2
MYOF,151
RBP4,3
FRA10AC1,16
LGI1,3
SLC35G1,7
PLCE1,60
NOC3L,17
TBC1D12,2
HELLS,26
CYP2C18,59
C10orf129,47
PDLIM1,16
SORBS1,11
ALDH18A1,16
TCTN3,62
ENTPD1,60
ZNF518A,40
TM9SF3,165
PIK3AP1,2
LCOR,24
C10orf12,1
RP11.175O19.4,3
ARHGAP19,15
RRP12,8
PGAM1,129
EXOSC1,3
ZDHHC16,5
MMS19,214
UBTD1,14
MORN4,15
PI4K2A,16
AVPI1,22
MARVELD1,40
ZFYVE27,18
GOLGA7B,74
R3HCC1L,3
PYROXD2,4
HPS1,189
CNNM1,2
GOT1,43
RP11.441O15.3,1
SLC25A28,134
RP11.483F11.7,1
COX15,29
CUTC,91
ABCC2,1
DNMBP,1
ERLIN1,47
CHUK,1
SNORA12,53
CWF19L1,3
BLOC1S2,75
RP11.34D15.2,1
SCD,16
LINC00263,16
WNT8B,2
SEC31B,3
NDUFB8,218
HIF1AN,44
RP11.179B2.2,10
FAM178A,82
SEMA4G,84
MRPL43,103
LZTS2,25
PDZD7,1
SFXN3,131
KAZALD1,2
RNU2.59P,3
BTRC,11
POLL,71
DPCD,5
FBXW4,14
NPM3,21
MGEA5,233
KCNIP2,18
C10orf76,2
HPS6,38
LDB1,12
PPRC1,2
NOLC1,85
ELOVL3,272
GBF1,42
NFKB2,23
PSD,156
FBXL15,20
CUEDC2,58
RP11.18I14.10,61
TMEM180,2
ACTR1A,129
SUFU,11
TRIM8,47
ARL3,5
SFXN2,19
WBP1L,71
C10orf32,78
NT5C2,172
RP11.332O19.5,1
INA,3
PCGF6,1
TAF5,1
USMG5,300
PDCD11,30
CALHM2,0
NEURL,7
RP11.416N2.4,2
SH3PXD2A,60
RP11.541N10.3,1
OBFC1,12
SLK,146
COL17A1,152
WDR96,1
GSTO1,102
GSTO2,75
ITPRIP,1
SORCS3,8
SORCS1,3
XPNPEP1,101
RP11.451M19.3,1
ADD3,96
RP11.549L6.3,1
MXI1,48
SMNDC1,115
RP11.525A16.4,0
DUSP5,5
SMC3,10
RBM20,2
PDCD4.AS1,42
PDCD4,251
BBIP1,6
SHOC2,11
ADRA2A,1
GPAM,29
ACSL5,90
ZDHHC6,45
VTI1A,18
TCF7L2,62
CASP7,41
DCLRE1A,6
NHLRC2,2
C10orf118,22
ABLIM1,145
FAM160B1,7
TRUB1,1
ATRNL1,4
GFRA1,37
PNLIPRP3,234
HSPA12A,44
KIAA1598,105
VAX1,1
PDZD8,27
EMX2,1
RAB11FIP2,93
CASC2,1
FAM204A,13
CACUL1,44
NANOS1,2
EIF3A,73
FAM45A,7
SFXN4,29
PRDX3,16
GRK5,6
RGS10,1
TIAL1,107
BAG3,49
INPP5F,6
MCMBP,3
SEC23IP,51
PPAPDC1A,4
C10orf85,2
WDR11,81
FGFR2,10
ATE1,10
NSMCE4A,104
TACC2,22
PLEKHA1,27
HTRA1,75
DMBT1,18
C10orf88,1
PSTK,1
IKZF5,25
ACADSB,24
HMX2,49
BUB3,199
RP11.282I1.1,1
CHST15,1
OAT,95
RP13.238F13.5,10
LHPP,76
FAM53B,56
METTL10,7
ZRANB1,15
CTBP2,32
C10orf137,13
UROS,89
BCCIP,15
DHX32,18
FANK1,37
FAM196A,1
DOCK1,36
PTPRE,66
MKI67,29
MGMT,11
EBF3,0
GLRX3,42
AL450307.1,55
PPP2R2D,2
BNIP3,9
DPYSL4,26
STK32C,7
LRRC27,5
PWWP2B,16
INPP5A,24
GPR123,4
KNDC1,8
ADAM8,29
TUBGCP2,30
RP11.122K13.14,3
CALY,13
ECHS1,122
PAOX,1
MTG1,91
SPRN,9
SYCE1,2
LINC01001,1
BET1L,6
RIC8A,105
SIRT3,13
PSMD13,130
ATHL1,171
IFITM2,18
IFITM1,31
IFITM3,193
B4GALNT4,14
PKP3,217
SIGIRR,23
ANO9,113
PTDSS2,12
RNH1,157
HRAS,91
LRRC56,66
C11orf35,2
RASSF7,199
MIR210HG,20
PHRF1,48
IRF7,256
TMEM80,5
DEAF1,46
EPS8L2,396
TALDO1,164
PDDC1,149
CEND1,23
SLC25A22,15
PIDD,90
RPLP2,636
PNPLA2,119
EFCAB4A,237
CD151,145
POLR2L,201
RP11.1391J7.1,1
TSPAN4,210
CHID1,67
AP2A2,99
MUC5AC,1
TOLLIP,91
BRSK2,15
MOB2,79
DUSP8,4
CTSD,488
SYT8,107
LSP1,12
MRPL23,137
IGF2.AS,2
TH,1
ASCL2,1
C11orf21,1
CD81,169
TSSC4,14
KCNQ1OT1,26
CDKN1C,15
SLC22A18AS,2
SLC22A18,73
PHLDA2,73
NAP1L4,85
CARS,99
CARS.AS1,1
OSBPL5,4
ZNF195,103
CHRNA10,3
NUP98,76
AC090587.2,20
PGAP2,58
RHOG,64
SNORA7,2
STIM1,75
RRM1,18
TRIM21,56
TRIM68,2
HBB,20
AC015691.13,1
TRIM5,33
TRIM22,123
RP11.290F24.6,8
FAM160A2,79
PRKCDBP,9
SMPD1,161
APBB1,46
HPX,2
TRIM3,10
ARFIP2,61
TIMM10B,10
DNHD1,62
RRP8,132
ILK,166
TAF10,126
TPP1,102
DCHS1,21
MRPL17,25
ZNF215,2
OLFML1,17
PPFIBP2,2
CYB5R2,30
EIF3F,86
TUB,2
RIC3,17
LMO1,1
TRIM66,8
RPL27A,458
ST5,27
AKIP1,1
TMEM9B,25
NRIP3,28
SCUBE2,2
DENND5A,9
TMEM41B,20
IPO7,50
ZNF143,22
WEE1,5
SWAP70,4
SBF2,6
ADM,30
AMPD3,1
MTRNR2L8,214
RNF141,175
MRVI1,90
CTR9,9
EIF4G2,227
ZBED5,43
ZBED5.AS1,1
GALNT18,6
CSNK2A3,3
USP47,40
DKK3,86
MICAL2,21
MICALCL,2
PARVA,40
TEAD1,41
LINC00958,2
ARNTL,2
BTBD10,16
FAR1,18
SPON1,60
RRAS2,19
COPB1,39
PSMA1,184
CYP2R1,35
SOX6,2
C11orf58,81
PLEKHA7,2
SNORD14A,14
RPS13,341
PIK3C2A,14
NUCB2,21
RP1.239B22.5,4
KCNJ11,1
ABCC8,7
USH1C,1
OTOG,2
KCNC1,2
SERGEF,28
TPH1,1
RP11.113D6.10,1
SAA2,2
SAA1,275
HPS5,82
GTF2H1,9
LDHA,146
LDHAL6A,1
TSG101,43
UEVLD,18
SPTY2D1,5
TMEM86A,3
PTPN5,14
RP11.1081L13.4,1
ZDHHC13,16
RP11.428C19.5,14
RP11.359E10.1,1
NAV2,6
HTATIP2,62
PRMT3,3
ANO5,2
FANCF,13
SVIP,19
MUC15,19
ANO3,6
SLC5A12,3
BBOX1,1
CCDC34,16
LGR4,57
LIN7C,9
BDNF.AS,7
KIF18A,1
METTL15,85
RP11.215H22.1,3
ARL14EP,2
ELP4,1
RCN1,17
WT1,1
EIF3M,23
PRRG4,113
QSER1,75
TCP11L1,1
CSTF3,38
HIPK3,102
RP4.541C22.5,3
KIAA1549L,7
CD59,458
FBXO3,8
LMO2,10
CAPRIN1,57
NAT10,24
ABTB2,72
CAT,54
ELF5,6
EHF,2
APIP,59
PDHX,29
RP1.68D18.2,3
CD44,323
SLC1A2,39
FJX1,2
TRIM44,0
RP11.698N11.4,3
LDLRAD3,0
COMMD9,6
PRR5L,6
TRAF6,2
LRRC4C,0
API5,14
TTC17,146
HSD17B12,125
ALKBH3,5
C11orf96,8
ACCS,125
EXT2,2
ALX4,2
CD82,151
TP53I11,10
TSPAN18,4
PRDM11,57
SYT13,14
CTD.2560E9.5,1
CHST1,8
CTD.2210P24.4,3
SLC35C1,2
CRY2,42
MAPK8IP1,23
PEX16,10
GYLTL1B,103
PHF21A,35
RP11.702F3.4,1
DGKZ,74
MDK,6
AMBRA1,2
HARBI1,1
ATG13,22
ARHGAP1,77
ZNF408,4
F2,1
CKAP5,50
LRP4,41
C11orf49,41
ARFGAP2,390
PACSIN3,15
DDB2,119
ACP2,23
NR1H3,34
MADD,106
SPI1,2
RP11.750H9.5,0
SLC39A13,24
PSMC3,50
CELF1,60
RN7SL652P,1
PTPMT1,41
NDUFS3,126
C1QTNF4,7
MTCH2,157
AGBL2,1
FNBP4,23
NUP160,20
PTPRJ,1
OR5F1,1
APLNR,24
TNKS1BP1,63
SSRP1,75
SLC43A3,4
RP11.624G17.3,1
RTN4RL2,20
SLC43A1,9
TIMM10,84
UBE2L6,212
SERPING1,36
YPEL4,5
ZDHHC5,86
MED19,1
TMX2,158
C11orf31,143
BTBD18,1
CTNND1,136
ZFP91,68
GLYATL1,27
